,ProQ2D,ProQRosCenD,ProQRosFAD,ProQ3D
6K9F_B_7KEU_A_2_3,0.533067,0.580233,0.417682,0.42178000000000004
6K9F_B_7KEU_A_2_1,0.627656,0.617055,0.586971,0.562968
6K9F_B_6GFJ_A_2_2,0.48362200000000005,0.504003,0.482471,0.494759
6K9F_B_1CWW_A_3_5,0.430579,0.379727,0.409184,0.424932
6K9F_B_6GFJ_A_2_4,0.540034,0.5814729999999999,0.520368,0.5237470000000001
6K9F_B_6KI0_A_3_1,0.616509,0.68381,0.656884,0.589002
6K9F_B_3T6P_A_3_5,0.626941,0.657043,0.624763,0.6763779999999999
6K9F_B_1DGN_A_2_3,0.6464260000000001,0.668567,0.679465,0.609686
6K9F_B_1DGN_A_2_5,0.6315970000000001,0.640479,0.70386,0.624688
6K9F_B_6KI0_A_2_5,0.627182,0.7362449999999999,0.799678,0.647148
6K9F_B_6KI0_A_3_2,0.615866,0.610791,0.604477,0.603175
6K9F_B_3T6P_A_3_4,0.653979,0.639836,0.653821,0.6491020000000001
6K9F_B_6GWM_A_2_5,0.553628,0.626657,0.500974,0.5011
6K9F_B_1DGN_A_2_4,0.6597970000000001,0.764904,0.779802,0.65208
6K9F_B_6KI0_A_3_4,0.626783,0.614625,0.597899,0.6042850000000001
6K9F_B_6K99_A_2_4,0.574289,0.6020220000000001,0.5027590000000001,0.5111439999999999
6K9F_B_3T6P_A_3_1,0.666242,0.617916,0.570444,0.645971
6K9F_B_3T6P_A_3_2,0.651983,0.703041,0.71495,0.6689649999999999
6K9F_B_2KN6_A_3_4,0.565847,0.723727,0.49026499999999995,0.542719
6K9F_B_2DBD_A_3_1,0.524397,0.56372,0.451205,0.478681
6K9F_B_4IFP_A_3_4,0.672786,0.647438,0.696326,0.644098
6K9F_B_1CWW_A_3_2,0.42199200000000003,0.42385200000000006,0.381377,0.432173
6K9F_B_1CWW_A_3_1,0.43986499999999995,0.391352,0.353953,0.402004
6K9F_B_5FNA_A_2_4,0.5335850000000001,0.585626,0.470362,0.44760200000000006
6K9F_B_2DBD_A_2_1,0.5317689999999999,0.687375,0.525713,0.511475
6K9F_B_3T6P_A_2_5,0.626941,0.657043,0.624763,0.6763779999999999
6K9F_B_2KN6_A_2_4,0.593445,0.5624060000000001,0.44080699999999995,0.569859
6K9F_B_4IFP_A_2_5,0.636875,0.716379,0.723687,0.638256
6K9F_B_6MKS_A_1_2,0.682573,0.739628,0.72409,0.691936
6K9F_B_6MKS_A_1_5,0.6449729999999999,0.716391,0.727466,0.654672
6K9F_B_4IRL_A_3_5,0.6467350000000001,0.737874,0.7365229999999999,0.6724399999999999
6K9F_B_6K99_A_1_5,0.544573,0.5547300000000001,0.450142,0.4876
6K9F_B_6K8J_A_1_4,0.52444,0.677367,0.451904,0.464817
6K9F_B_6N1I_A_2_4,0.649356,0.745096,0.683342,0.6098020000000001
6K9F_B_6J52_A_2_4,0.278673,0.24688200000000002,0.31093000000000004,0.304653
6K9F_B_6GWM_A_2_4,0.547433,0.645836,0.497918,0.537613
6K9F_B_5FNA_A_2_1,0.47388,0.5184310000000001,0.41940500000000003,0.390856
6K9F_B_6K8J_A_2_5,0.644807,0.706308,0.561841,0.585653
6K9F_B_6N1I_A_1_5,0.524047,0.663816,0.446455,0.465139
6K9F_B_2DBD_A_3_3,0.580947,0.5923689999999999,0.5136689999999999,0.535352
6K9F_B_6K7V_A_2_1,0.610745,0.655721,0.555233,0.57031
6K9F_B_6KI0_A_3_5,0.645345,0.729655,0.740521,0.660273
6K9F_B_4IFP_A_2_3,0.63852,0.576752,0.54604,0.580465
6K9F_B_4IFP_A_2_4,0.6109979999999999,0.685347,0.64687,0.613269
6K9F_B_5GPQ_A_2_4,0.525507,0.586275,0.48121899999999995,0.512234
6K9F_B_7KEU_A_1_1,0.533724,0.458606,0.460149,0.431251
6K9F_B_7KEU_E_1_5,0.465898,0.408315,0.375431,0.437129
6K9F_B_6J52_A_2_3,0.32298899999999997,0.2744,0.35191300000000003,0.38785
6K9F_B_5H8O_B_2_1,0.51965,0.61539,0.522491,0.5164
6K9F_B_6N1I_A_2_2,0.662905,0.717804,0.712453,0.620943
6K9F_B_7KEU_A_3_2,0.619916,0.624943,0.559064,0.523634
6K9F_B_3T6P_A_2_1,0.666242,0.617916,0.570444,0.645971
6K9F_B_7KEU_A_2_5,0.578783,0.518408,0.482951,0.5076930000000001
6K9F_B_2KN6_A_3_5,0.5417069999999999,0.7045239999999999,0.506219,0.536295
6K9F_B_6N1I_A_2_3,0.634654,0.689715,0.628016,0.599511
6K9F_B_7KEU_A_1_4,0.5488149999999999,0.58265,0.467692,0.441679
6K9F_B_6K99_A_1_4,0.598659,0.549545,0.484257,0.5092409999999999
6K9F_B_6KI0_A_2_3,0.64417,0.6754180000000001,0.752283,0.682327
6K9F_B_6MKS_A_1_4,0.661168,0.772584,0.7390260000000001,0.689605
6K9F_B_2DBD_A_2_4,0.510151,0.620951,0.458345,0.46898900000000004
6K9F_B_2KN6_A_3_1,0.583864,0.679642,0.475041,0.553882
6K9F_B_4IRL_A_2_1,0.681176,0.691465,0.698982,0.6792739999999999
6K9F_B_5H8O_B_3_5,0.5028729999999999,0.7048939999999999,0.487414,0.485756
6K9F_B_6N1I_A_1_1,0.557116,0.651821,0.5003850000000001,0.531145
6K9F_B_6K99_A_3_2,0.5776220000000001,0.6303340000000001,0.5697369999999999,0.49394499999999997
6K9F_B_7KEU_A_1_5,0.512284,0.441776,0.413889,0.450045
6K9F_B_6K8J_A_1_1,0.48099,0.538287,0.42379399999999995,0.49122
6K9F_B_2KN6_A_2_1,0.573312,0.695331,0.49962,0.589328
6K9F_B_4IRL_A_2_4,0.660261,0.721917,0.733113,0.659342
6K9F_B_2KN6_A_3_2,0.553707,0.706404,0.507618,0.5700569999999999
6K9F_B_2DBD_A_2_3,0.541896,0.677372,0.540185,0.50749
6K9F_B_5H8O_B_3_3,0.49757399999999996,0.61051,0.45834600000000003,0.51083
6K9F_B_6J52_A_2_2,0.300279,0.293685,0.365753,0.38622199999999995
6K9F_B_7KEU_E_1_2,0.459974,0.45366999999999996,0.40066799999999997,0.43800900000000004
6K9F_B_5FNA_A_2_5,0.483235,0.542596,0.413448,0.394356
6K9F_B_6GFJ_A_2_3,0.516252,0.559609,0.49433900000000003,0.510988
6K9F_B_7KEU_A_2_4,0.6127,0.584485,0.502765,0.500942
6K9F_B_6K99_A_1_2,0.546709,0.549124,0.458768,0.45786400000000005
6K9F_B_5FNA_A_1_1,0.297836,0.411289,0.348246,0.378715
6K9F_B_6K7V_A_3_4,0.573397,0.553085,0.452876,0.512726
6K9F_B_6K99_A_2_2,0.562708,0.5604899999999999,0.503125,0.5205489999999999
6K9F_B_7KEU_A_3_3,0.599677,0.662941,0.566545,0.542454
6K9F_B_7KEU_A_2_2,0.5811850000000001,0.596006,0.503059,0.49769399999999997
6K9F_B_2DBD_A_3_5,0.551108,0.621239,0.523343,0.539665
6K9F_B_4IFP_A_3_3,0.634432,0.619034,0.698347,0.65091
6K9F_B_6K7V_A_3_5,0.5622010000000001,0.64987,0.48291000000000006,0.506609
6K9F_B_6GFJ_A_2_5,0.504626,0.5616270000000001,0.49901599999999996,0.515025
6K9F_B_1DGN_A_2_2,0.670772,0.591489,0.65727,0.620162
6K9F_B_6K99_A_3_3,0.5616399999999999,0.5231819999999999,0.450068,0.507372
6K9F_B_2DBD_A_2_5,0.545872,0.5330699999999999,0.48635600000000007,0.488942
6K9F_B_6K7V_A_2_2,0.5629350000000001,0.6498,0.5563520000000001,0.551442
6K9F_B_6K8J_A_1_2,0.5384260000000001,0.516617,0.454575,0.47925100000000004
6K9F_B_5H8O_B_2_2,0.550226,0.565184,0.46751499999999996,0.532347
6K9F_B_3T6P_A_3_3,0.6859569999999999,0.765281,0.74154,0.669168
6K9F_B_2KN6_A_2_3,0.550718,0.601796,0.495515,0.563002
6K9F_B_6K7V_A_3_1,0.564704,0.688009,0.549909,0.548539
6K9F_B_5H8O_B_2_4,0.49027299999999996,0.585013,0.45315500000000003,0.49481800000000004
6K9F_B_6K8J_A_2_3,0.622067,0.7735569999999999,0.670322,0.597748
6K9F_B_3T6P_A_2_3,0.6859569999999999,0.765281,0.74154,0.669168
6K9F_B_4IRL_A_2_2,0.676687,0.720359,0.768388,0.6890930000000001
6K9F_B_6N1I_A_1_2,0.5720569999999999,0.618202,0.564569,0.523767
6K9F_B_7KEU_E_1_3,0.47565,0.42373599999999995,0.45355500000000004,0.45799399999999996
6K9F_B_2DBD_A_3_2,0.578732,0.568882,0.511386,0.520374
6K9F_B_4IRL_A_2_3,0.6697489999999999,0.697946,0.736482,0.670913
6K9F_B_5GPQ_A_2_2,0.5885090000000001,0.716949,0.5588069999999999,0.573235
6K9F_B_7KEU_A_3_5,0.599296,0.562632,0.502504,0.518081
6K9F_B_5H8O_B_2_5,0.441316,0.612222,0.372255,0.43928199999999995
6K9F_B_6K99_A_1_3,0.557766,0.551338,0.530295,0.48005200000000003
6K9F_B_4IRL_A_3_1,0.681176,0.691465,0.698982,0.6792739999999999
6K9F_B_6J52_A_2_5,0.320054,0.34515500000000005,0.348329,0.350146
6K9F_B_4IRL_A_3_2,0.676687,0.720359,0.768388,0.6890930000000001
6K9F_B_6K99_A_3_4,0.593498,0.587649,0.546184,0.51486
6K9F_B_5FNA_A_1_4,0.320336,0.39626500000000003,0.331743,0.337262
6K9F_B_6K7V_A_3_3,0.629655,0.693875,0.598511,0.6016100000000001
6K9F_B_5GPQ_A_2_5,0.586015,0.558181,0.567279,0.6160909999999999
6K9F_B_5FNA_A_1_3,0.335756,0.44775200000000004,0.348827,0.37203400000000003
6K9F_B_5H8O_B_3_2,0.481213,0.540736,0.409577,0.461001
6K9F_B_6K7V_A_2_5,0.559556,0.6855939999999999,0.569705,0.565658
6K9F_B_6GWM_A_2_2,0.522471,0.568864,0.480628,0.47648599999999997
6K9F_B_5FNA_A_2_2,0.506532,0.610826,0.47131000000000006,0.389234
6K9F_B_6KI0_A_3_3,0.621831,0.661136,0.661485,0.628714
6K9F_B_6N1I_A_2_5,0.623047,0.703786,0.589642,0.561507
6K9F_B_6K7V_A_2_3,0.5838800000000001,0.545128,0.498938,0.588882
3O1D_A_4OZT_E_2_1,0.42538000000000004,0.374556,0.523184,0.516987
3O1D_A_3DZU_A_3_4,0.386869,0.43265299999999995,0.437137,0.45583999999999997
3O1D_A_6FX0_A_2_5,0.44123999999999997,0.44226099999999996,0.542462,0.527829
3O1D_A_5I4V_B_3_2,0.432842,0.430151,0.550284,0.5276430000000001
3O1D_A_4DK8_A_1_3,0.409984,0.43404,0.5023270000000001,0.5277649999999999
3O1D_A_4NQA_A_3_1,0.43270600000000004,0.427058,0.483908,0.5036149999999999
3O1D_A_3EYB_A_2_3,0.327873,0.365373,0.460962,0.48931
3O1D_A_1XIU_A_3_3,0.41283400000000003,0.424897,0.50575,0.5232720000000001
3O1D_A_4NQA_A_2_3,0.391781,0.463131,0.48799799999999993,0.502393
3O1D_A_4NQA_A_2_1,0.372827,0.438591,0.497696,0.511038
3O1D_A_1XV9_B_1_1,0.447842,0.500107,0.571425,0.574784
3O1D_A_3A2I_A_2_1,0.520354,0.592634,0.634117,0.627655
3O1D_A_2ZFX_A_2_4,0.568178,0.462715,0.728172,0.675454
3O1D_A_6FX0_A_2_1,0.44983100000000004,0.41773599999999994,0.536594,0.5223260000000001
3O1D_A_1Z5X_U_3_4,0.343746,0.389196,0.44113800000000003,0.463686
3O1D_A_3VT7_A_2_5,0.53459,0.426569,0.676549,0.642457
3O1D_A_6FX0_A_2_3,0.473469,0.457305,0.5280130000000001,0.522832
3O1D_A_1R1K_D_2_5,0.37103200000000003,0.398414,0.422563,0.47800699999999996
3O1D_A_4NY9_A_1_3,0.526736,0.65817,0.6780729999999999,0.6152
3O1D_A_1Z5X_U_3_1,0.35952199999999995,0.394996,0.46441800000000005,0.48153500000000005
3O1D_A_1Z5X_U_3_3,0.31167100000000003,0.379407,0.41285200000000005,0.455795
3O1D_A_1NAV_A_3_3,0.45904799999999996,0.491016,0.55377,0.537385
3O1D_A_6HN6_A_3_5,0.309775,0.351164,0.393729,0.462871
3O1D_A_1XV9_B_1_4,0.416067,0.43241,0.5179199999999999,0.559389
3O1D_A_2Q60_A_3_1,0.289887,0.342224,0.39107,0.42745500000000003
3O1D_A_4DK8_A_1_2,0.405019,0.412501,0.504255,0.5199199999999999
3O1D_A_5I4V_B_3_5,0.421421,0.433313,0.5307029999999999,0.517131
3O1D_A_5UAN_B_2_2,0.392816,0.41085200000000005,0.479604,0.491781
3O1D_A_1Z5X_U_3_2,0.361144,0.377692,0.46116599999999996,0.49034799999999995
3O1D_A_4OZT_E_2_3,0.394739,0.377517,0.480296,0.477971
3O1D_A_1Z5X_E_3_5,0.424745,0.413929,0.521788,0.478109
3O1D_A_6HN6_A_3_3,0.314946,0.34776,0.412624,0.477225
3O1D_A_3TX7_B_3_4,0.353536,0.361717,0.37634,0.42191599999999996
3O1D_A_4NQA_A_3_4,0.404634,0.39807600000000004,0.5044420000000001,0.524817
3O1D_A_2NXX_E_2_1,0.389388,0.43848100000000007,0.517519,0.482837
3O1D_A_3TX7_B_3_1,0.368788,0.37697800000000004,0.40423000000000003,0.44962399999999997
3O1D_A_1XLS_E_1_1,0.380961,0.428738,0.475605,0.50964
3O1D_A_1Q4X_A_2_4,0.36496100000000004,0.407348,0.45333,0.501239
3O1D_A_3UVV_A_3_3,0.41338500000000006,0.453816,0.473293,0.46735299999999996
3O1D_A_1NAV_A_3_5,0.44182,0.46446800000000005,0.516735,0.528763
3O1D_A_1S0Z_A_2_2,0.5419350000000001,0.5792609999999999,0.707952,0.6593680000000001
3O1D_A_3L0E_A_1_2,0.44077,0.42397399999999996,0.520359,0.537096
3O1D_A_2Q60_A_3_3,0.275409,0.308023,0.346499,0.405661
3O1D_A_1XV9_B_1_5,0.48992600000000003,0.527371,0.607963,0.585963
3O1D_A_1OT7_A_1_1,0.330204,0.347679,0.401358,0.5001869999999999
3O1D_A_4OZT_E_2_5,0.40757899999999997,0.376093,0.49269799999999997,0.489605
3O1D_A_4NQA_A_3_5,0.41296700000000003,0.386866,0.478174,0.506432
3O1D_A_3DZU_A_3_5,0.377225,0.38626,0.470607,0.4806
3O1D_A_6FX0_A_2_2,0.42815,0.401461,0.5485760000000001,0.513231
3O1D_A_3KMR_A_2_5,0.415389,0.361626,0.5318390000000001,0.518167
3O1D_A_6BN6_A_3_5,0.319125,0.391507,0.348541,0.400878
3O1D_A_5Y44_A_1_1,0.33073,0.387494,0.417563,0.49928
3O1D_A_1R1K_D_2_2,0.419838,0.36698000000000003,0.520634,0.517716
3O1D_A_6HN6_A_3_1,0.302892,0.350761,0.407642,0.45890200000000003
3O1D_A_1Z5X_E_3_2,0.447883,0.38489,0.513794,0.505158
3O1D_A_2ZFX_A_2_1,0.561561,0.46501000000000003,0.733734,0.669729
3O1D_A_3AZ1_A_1_2,0.560287,0.626116,0.7195819999999999,0.677661
3O1D_A_4OZT_U_3_3,0.354665,0.40717800000000004,0.41861000000000004,0.486303
3O1D_A_6HN6_A_3_4,0.32600100000000004,0.334983,0.40019699999999997,0.46188
3O1D_A_1XIU_A_3_4,0.396931,0.430313,0.488447,0.535441
3O1D_A_4OZT_U_3_4,0.370771,0.434501,0.476412,0.50371
3O1D_A_4DK8_A_1_4,0.40031,0.44057299999999994,0.5103,0.536425
3O1D_A_1XV9_B_1_2,0.445641,0.443779,0.552461,0.572184
3O1D_A_4NQA_A_3_3,0.40988900000000006,0.418254,0.5102399999999999,0.5322399999999999
3O1D_A_3EYB_A_2_4,0.318205,0.361291,0.402681,0.477815
3O1D_A_2NXX_E_2_2,0.40299999999999997,0.401057,0.47755600000000004,0.49171099999999995
3O1D_A_2GL8_A_2_1,0.273683,0.371785,0.39574499999999996,0.430359
3O1D_A_1XLS_E_1_3,0.373394,0.393384,0.440705,0.503927
3O1D_A_3TX7_B_3_3,0.32566100000000003,0.39060500000000004,0.354114,0.41118699999999997
3O1D_A_3AZ1_A_1_3,0.563917,0.605457,0.7589090000000001,0.681171
3O1D_A_1XV9_B_1_3,0.46212200000000003,0.476774,0.566701,0.5666640000000001
3O1D_A_2NXX_E_2_4,0.421098,0.43426099999999995,0.517471,0.5207390000000001
3O1D_A_2GL8_A_2_4,0.259888,0.35349,0.38797,0.42980100000000004
3O1D_A_3EYB_A_2_2,0.32593,0.340186,0.421249,0.46579
3O1D_A_2ZFX_A_2_5,0.552778,0.466154,0.7289,0.662091
3O1D_A_3L0E_A_1_5,0.397882,0.409522,0.5043270000000001,0.524876
3O1D_A_3DZU_A_3_1,0.343252,0.371277,0.437908,0.45603299999999997
3O1D_A_4OZT_E_2_4,0.43982,0.409926,0.515862,0.50756
3O1D_A_6FX0_A_2_4,0.453244,0.415793,0.524903,0.53194
3O1D_A_4NY9_A_1_5,0.47605299999999995,0.562882,0.638072,0.593148
3O1D_A_5Y44_A_1_2,0.33515700000000004,0.37706300000000004,0.432705,0.48866899999999996
3O1D_A_1R1K_D_2_1,0.40698,0.38653000000000004,0.5019939999999999,0.5156470000000001
3O1D_A_4NY9_A_1_4,0.5098060000000001,0.593427,0.67147,0.615821
3O1D_A_2NXX_E_2_3,0.403503,0.42023699999999997,0.48624300000000004,0.519205
3O1D_A_6BN6_A_3_2,0.36225599999999997,0.383439,0.43003500000000006,0.44091199999999997
3O1D_A_1Q4X_A_2_2,0.37193200000000004,0.412271,0.450916,0.508337
3O1D_A_2Q60_A_3_5,0.275277,0.318744,0.344242,0.401572
3O1D_A_4NY9_A_1_1,0.48256099999999996,0.5381020000000001,0.636394,0.605015
3O1D_A_3VT7_A_2_2,0.50089,0.431889,0.649931,0.614952
3O1D_A_2Q60_A_3_2,0.301802,0.322735,0.370454,0.41084
3O1D_A_3DZU_A_3_2,0.388962,0.419616,0.460124,0.499537
3O1D_A_1XLS_E_1_2,0.344505,0.402462,0.430008,0.453108
3O1D_A_4DK8_A_1_5,0.415742,0.42322,0.5121680000000001,0.522079
3O1D_A_3KMR_A_2_4,0.39926300000000003,0.400064,0.544089,0.515378
3O1D_A_1R1K_D_2_3,0.411288,0.403512,0.507624,0.510404
3O1D_A_1Q4X_A_2_3,0.332285,0.36402399999999996,0.41565699999999994,0.469789
3O1D_A_1UHL_B_1_4,0.42722,0.41353,0.518576,0.519474
3O1D_A_5GID_A_3_1,0.512364,0.429421,0.667447,0.627949
3O1D_A_3L0E_A_1_3,0.40395,0.421646,0.48490500000000003,0.5357689999999999
3O1D_A_2GL8_A_2_2,0.27926999999999996,0.37568,0.386548,0.43032299999999996
3O1D_A_5I4V_B_3_1,0.415261,0.40224699999999997,0.5242020000000001,0.510224
3O1D_A_5I4V_B_3_3,0.393203,0.42994099999999996,0.470974,0.49952700000000005
3O1D_A_1UHL_B_1_5,0.405931,0.41353500000000004,0.509654,0.525523
3O1D_A_4OZT_E_2_2,0.414401,0.366983,0.506797,0.49571000000000004
3O1D_A_1Q4X_A_2_1,0.364865,0.377666,0.48535600000000007,0.49213900000000005
3O1D_A_4NY9_A_1_2,0.520679,0.6303380000000001,0.67157,0.614599
3O1D_A_4NQA_A_2_2,0.366365,0.42179799999999995,0.47194899999999995,0.47245200000000004
3O1D_A_5UAN_B_2_5,0.398354,0.404901,0.5059,0.494458
3O1D_A_1Q4X_A_2_5,0.382316,0.42647299999999994,0.46592,0.504496
3O1D_A_3TX7_B_3_2,0.318633,0.395312,0.33670900000000004,0.41093900000000005
3O1D_A_1XIU_A_3_2,0.403116,0.43236899999999995,0.468369,0.509563
3O1D_A_1NAV_A_3_2,0.408702,0.470316,0.477736,0.489991
3O1D_A_4NQA_A_2_4,0.363271,0.409248,0.48085900000000004,0.47913
3O1D_A_6HN6_A_3_2,0.313396,0.370689,0.398677,0.45954700000000004
3O1D_A_5Y44_A_1_4,0.31408400000000003,0.337282,0.394905,0.48472
3O1D_A_3B0T_A_3_3,0.5092,0.5854600000000001,0.683645,0.6516
3O1D_A_4DK8_A_1_1,0.412608,0.421515,0.523781,0.545127
3O1D_A_3UVV_A_3_2,0.41718999999999995,0.43636499999999995,0.48194799999999993,0.493113
3O1D_A_5Y44_A_1_5,0.339494,0.358547,0.393376,0.47948199999999996
3O1D_A_4OZT_U_3_5,0.37047199999999997,0.404208,0.451268,0.483984
3O1D_A_1Z5X_E_3_4,0.431854,0.38345799999999997,0.5197649999999999,0.497722
3O1D_A_3L0E_A_1_4,0.39513899999999996,0.432838,0.495512,0.505313
3O1D_A_4OZT_U_3_1,0.380909,0.402819,0.452981,0.476988
3O1D_A_1XLS_E_1_4,0.349196,0.422882,0.440655,0.48618900000000004
3O1D_A_5I4V_B_3_4,0.42933000000000004,0.459958,0.530482,0.543552
3O1D_A_6BN6_A_3_4,0.328425,0.388954,0.404569,0.431911
3O1D_A_3VT7_A_2_4,0.522932,0.462059,0.671771,0.649116
3O1D_A_1NAV_A_3_1,0.409198,0.454872,0.519364,0.517937
3O1D_A_1OT7_A_1_2,0.34159,0.360836,0.40128600000000003,0.49065299999999995
3O1D_A_1XIU_A_3_1,0.386291,0.38540399999999997,0.44592,0.488134
3O1D_A_1UHL_B_1_3,0.396813,0.41348100000000004,0.49608,0.493824
3O1D_A_3UVV_A_3_5,0.410012,0.462758,0.464582,0.478837
3O1D_A_3EYB_A_2_1,0.313947,0.36948000000000003,0.43208,0.458308
3O1D_A_1OT7_A_1_4,0.33579000000000003,0.371788,0.41368299999999997,0.48356499999999997
3O1D_A_5Y44_A_1_3,0.34476799999999996,0.366207,0.42458199999999996,0.49803800000000004
3O1D_A_4OZT_U_3_2,0.36653800000000003,0.42447799999999997,0.43685100000000004,0.477576
3O1D_A_1Z5X_E_3_3,0.41771199999999997,0.404339,0.5082409999999999,0.5031439999999999
3O1D_A_1XLS_E_1_5,0.357802,0.417563,0.43016899999999997,0.48439
3O1D_A_3KMR_A_2_2,0.42654,0.41474700000000003,0.543987,0.522263
3O1D_A_3DZU_A_3_3,0.393599,0.40379299999999996,0.43410699999999997,0.48371800000000004
3O1D_A_3L0E_A_1_1,0.410554,0.39710700000000004,0.509983,0.535122
3O1D_A_5UAN_B_2_1,0.405393,0.40281500000000003,0.492154,0.520018
3O1D_A_3TX7_B_3_5,0.303745,0.336386,0.334382,0.404492
3O1D_A_3UVV_A_3_4,0.41730900000000004,0.471422,0.488878,0.500491
3O1D_A_1DB1_A_2_4,0.558113,0.571752,0.713316,0.671317
3O1D_A_1UHL_B_1_1,0.388731,0.43454799999999993,0.474601,0.512147
3O1D_A_3KMR_A_2_3,0.41501499999999997,0.420641,0.519459,0.525085
3O1D_A_5UAN_B_2_4,0.369555,0.359746,0.464671,0.48419399999999996
3O1D_A_3VT7_A_2_3,0.5336270000000001,0.459397,0.6506930000000001,0.63247
3O1D_A_1OT7_A_1_5,0.316916,0.33578800000000003,0.392445,0.46596099999999996
4EFH_A_5LJW_A_3_2,0.259944,0.239353,0.319983,0.257576
4EFH_A_4CZE_A_3_1,0.23330900000000002,0.33132399999999995,0.401913,0.26972399999999996
4EFH_A_6IGM_G_2_3,0.350961,0.47934,0.637149,0.379204
4EFH_A_3MN5_A_2_3,0.45720500000000003,0.665115,0.9477760000000001,0.629831
4EFH_A_3W3D_A_1_3,0.46759300000000004,0.647583,0.917537,0.633034
4EFH_A_6NAS_A_3_3,0.45991099999999996,0.67866,0.9440870000000001,0.6379279999999999
4EFH_A_5ZZB_B_2_2,0.432004,0.663316,0.9141809999999999,0.601486
4EFH_A_3MN5_A_2_2,0.45148299999999997,0.665701,0.935157,0.6068680000000001
4EFH_A_1JCF_A_3_2,0.27351,0.385173,0.5428930000000001,0.374933
4EFH_A_1LCU_A_2_1,0.45769499999999996,0.578152,0.8774139999999999,0.5272600000000001
4EFH_A_3DWL_A_2_5,0.37975,0.509236,0.762181,0.472337
4EFH_A_7JU4_u_1_5,0.425041,0.556267,0.8666510000000001,0.533555
4EFH_A_1K8K_B_2_1,0.36685300000000004,0.485357,0.7523340000000001,0.44812799999999997
4EFH_A_4B1U_B_2_5,0.438366,0.598063,0.8975,0.627121
4EFH_A_1H1V_A_3_4,0.456991,0.6608189999999999,0.9315399999999999,0.60118
4EFH_A_3B63_L_1_1,0.421519,0.55978,0.8743479999999999,0.554026
4EFH_A_5ZZB_B_2_1,0.47283400000000003,0.656575,0.91306,0.614313
4EFH_A_3EKS_A_1_3,0.46526999999999996,0.664029,0.930232,0.6382369999999999
4EFH_A_6IUG_A_1_5,0.46808299999999997,0.577942,0.884346,0.551427
4EFH_A_6NAS_A_3_5,0.471922,0.672949,0.9392969999999999,0.6504770000000001
4EFH_A_6IUG_A_1_3,0.477783,0.6083569999999999,0.886468,0.554398
4EFH_A_6GEJ_R_2_5,0.394891,0.475866,0.7531899999999999,0.457525
4EFH_A_4JHD_B_1_5,0.45330699999999996,0.5638880000000001,0.9271299999999999,0.586728
4EFH_A_1LCU_A_2_2,0.432737,0.581277,0.857196,0.542779
4EFH_A_6IUG_A_3_1,0.45815600000000006,0.566742,0.868819,0.5219689999999999
4EFH_A_3EKS_A_1_2,0.475724,0.654907,0.9273309999999999,0.616105
4EFH_A_5LJW_A_3_1,0.23738,0.252789,0.32754099999999997,0.25902
4EFH_A_3DWL_A_2_1,0.403706,0.491566,0.798636,0.5079020000000001
4EFH_A_4CBW_A_1_1,0.44946499999999995,0.655729,0.93786,0.5996819999999999
