,DeepAccNet,DeepAccNet-Bert
3O1D_A_1Z5X_U_3_2,0.292236328125,0.31494140625
3O1D_A_1Z5X_U_3_3,0.292236328125,0.305419921875
3O1D_A_1Z5X_U_3_4,0.287353515625,0.3056640625
3O1D_A_2GL8_A_2_1,0.283203125,0.2958984375
3O1D_A_2GL8_A_2_2,0.288330078125,0.29443359375
3O1D_A_2GL8_A_2_4,0.29443359375,0.30712890625
3O1D_A_2NXX_E_2_1,0.339111328125,0.39501953125
3O1D_A_2NXX_E_2_2,0.3359375,0.389404296875
3O1D_A_2NXX_E_2_3,0.327880859375,0.380126953125
3O1D_A_2NXX_E_2_4,0.339111328125,0.39306640625
3O1D_A_2Q60_A_3_1,0.273681640625,0.312744140625
3O1D_A_2Q60_A_3_2,0.265869140625,0.30419921875
3O1D_A_2Q60_A_3_3,0.25244140625,0.29248046875
3O1D_A_2Q60_A_3_5,0.25732421875,0.301513671875
3O1D_A_2ZFX_A_2_1,0.59130859375,0.53369140625
3O1D_A_2ZFX_A_2_4,0.59033203125,0.54345703125
3O1D_A_2ZFX_A_2_5,0.61376953125,0.583984375
3O1D_A_3A2I_A_2_1,0.50732421875,0.5224609375
3O1D_A_3AZ1_A_1_2,0.6298828125,0.6171875
3O1D_A_3AZ1_A_1_3,0.6552734375,0.61572265625
3O1D_A_3B0T_A_3_3,0.55078125,0.52392578125
3O1D_A_3DZU_A_3_1,0.26953125,0.36376953125
3O1D_A_3DZU_A_3_2,0.282958984375,0.366455078125
3O1D_A_3DZU_A_3_3,0.277099609375,0.360107421875
3O1D_A_3DZU_A_3_4,0.29296875,0.380126953125
3O1D_A_3DZU_A_3_5,0.29345703125,0.3720703125
3O1D_A_3EYB_A_2_1,0.2939453125,0.30615234375
3O1D_A_3EYB_A_2_2,0.29931640625,0.315673828125
3O1D_A_3EYB_A_2_3,0.296875,0.29931640625
3O1D_A_3EYB_A_2_4,0.28466796875,0.30419921875
3O1D_A_3KMR_A_2_2,0.37158203125,0.412353515625
3O1D_A_3KMR_A_2_3,0.379150390625,0.444091796875
3O1D_A_3KMR_A_2_4,0.385009765625,0.433837890625
3O1D_A_3KMR_A_2_5,0.387451171875,0.4248046875
3O1D_A_3L0E_A_1_1,0.37158203125,0.44189453125
3O1D_A_3L0E_A_1_2,0.393798828125,0.45458984375
3O1D_A_3L0E_A_1_3,0.39208984375,0.45947265625
3O1D_A_3L0E_A_1_4,0.387939453125,0.44580078125
3O1D_A_3L0E_A_1_5,0.375732421875,0.415771484375
3O1D_A_3TX7_B_3_1,0.2529296875,0.299072265625
3O1D_A_3TX7_B_3_2,0.2464599609375,0.294677734375
3O1D_A_3TX7_B_3_3,0.2374267578125,0.298583984375
3O1D_A_3TX7_B_3_4,0.247802734375,0.3056640625
3O1D_A_3TX7_B_3_5,0.250244140625,0.305908203125
3O1D_A_3UVV_A_3_2,0.321044921875,0.376220703125
3O1D_A_3UVV_A_3_3,0.34619140625,0.3857421875
3O1D_A_3UVV_A_3_4,0.3310546875,0.3662109375
3O1D_A_3UVV_A_3_5,0.321533203125,0.38232421875
3O1D_A_3VT7_A_2_2,0.54150390625,0.5146484375
3O1D_A_3VT7_A_2_3,0.5263671875,0.49169921875
3O1D_A_3VT7_A_2_4,0.49755859375,0.47509765625
3O1D_A_3VT7_A_2_5,0.5791015625,0.51171875
3O1D_A_4DK8_A_1_1,0.4248046875,0.41943359375
3O1D_A_4DK8_A_1_2,0.382080078125,0.403564453125
3O1D_A_4DK8_A_1_3,0.388671875,0.408203125
3O1D_A_4DK8_A_1_4,0.37744140625,0.406494140625
3O1D_A_4DK8_A_1_5,0.35546875,0.392822265625
3O1D_A_4NQA_A_2_1,0.309814453125,0.337158203125
3O1D_A_4NQA_A_2_2,0.310791015625,0.326416015625
3O1D_A_4NQA_A_2_3,0.265625,0.303955078125
3O1D_A_4NQA_A_2_4,0.304931640625,0.327392578125
3O1D_A_4NQA_A_3_1,0.295654296875,0.354248046875
3O1D_A_4NQA_A_3_3,0.29833984375,0.360595703125
3O1D_A_4NQA_A_3_4,0.3232421875,0.37548828125
3O1D_A_4NQA_A_3_5,0.307373046875,0.36279296875
3O1D_A_4NY9_A_1_1,0.5166015625,0.498046875
3O1D_A_4NY9_A_1_2,0.5361328125,0.5146484375
3O1D_A_4NY9_A_1_3,0.53466796875,0.515625
3O1D_A_4NY9_A_1_4,0.56005859375,0.5380859375
3O1D_A_4NY9_A_1_5,0.52197265625,0.50439453125
3O1D_A_4OZT_E_2_1,0.33642578125,
3O1D_A_4OZT_E_2_2,0.365966796875,
3O1D_A_4OZT_E_2_3,0.322021484375,
3O1D_A_4OZT_E_2_4,0.354248046875,
3O1D_A_4OZT_E_2_5,0.344970703125,
3O1D_A_4OZT_U_3_1,0.291748046875,0.347412109375
3O1D_A_4OZT_U_3_2,0.28662109375,0.33984375
3O1D_A_4OZT_U_3_3,0.29736328125,0.3271484375
3O1D_A_4OZT_U_3_4,0.28125,0.3154296875
3O1D_A_4OZT_U_3_5,0.29931640625,0.3330078125
3O1D_A_5GID_A_3_1,0.61865234375,0.5576171875
3O1D_A_5I4V_B_3_1,0.30908203125,0.36572265625
3O1D_A_5I4V_B_3_2,0.311767578125,0.359130859375
3O1D_A_5I4V_B_3_3,0.326171875,0.376220703125
3O1D_A_5I4V_B_3_4,0.310302734375,0.364501953125
3O1D_A_5I4V_B_3_5,0.318359375,0.37939453125
3O1D_A_5UAN_B_2_1,0.366455078125,0.421875
3O1D_A_5UAN_B_2_2,0.357177734375,0.41259765625
3O1D_A_5UAN_B_2_4,0.3505859375,0.4033203125
3O1D_A_5UAN_B_2_5,0.351318359375,0.414306640625
3O1D_A_5Y44_A_1_1,0.3408203125,0.351806640625
3O1D_A_5Y44_A_1_2,0.358154296875,0.35791015625
3O1D_A_5Y44_A_1_3,0.346435546875,0.338134765625
3O1D_A_5Y44_A_1_4,0.333984375,0.349609375
3O1D_A_5Y44_A_1_5,0.34423828125,0.354736328125
3O1D_A_6BN6_A_3_2,0.30419921875,0.368896484375
3O1D_A_6BN6_A_3_4,0.33984375,0.37841796875
3O1D_A_6BN6_A_3_5,0.3349609375,0.38232421875
3O1D_A_6FX0_A_2_1,0.39306640625,0.440673828125
3O1D_A_6FX0_A_2_2,0.367919921875,0.41552734375
3O1D_A_6FX0_A_2_3,0.38916015625,0.43017578125
3O1D_A_6FX0_A_2_4,0.375732421875,0.415771484375
3O1D_A_6FX0_A_2_5,0.411376953125,0.447265625
3O1D_A_6HN6_A_3_1,0.31005859375,0.38525390625
3O1D_A_6HN6_A_3_2,0.31201171875,0.358154296875
3O1D_A_6HN6_A_3_3,0.304443359375,0.364990234375
3O1D_A_6HN6_A_3_4,0.3154296875,0.381103515625
3O1D_A_6HN6_A_3_5,0.3056640625,0.36279296875
4EFH_A_7JH7_A_1_5,0.55615234375,0.56201171875
4EFH_A_5ZZA_A_2_2,0.67529296875,0.61474609375
4EFH_A_1T44_A_2_3,0.6806640625,0.642578125
4EFH_A_7BVY_A_3_1,0.2130126953125,0.25048828125
4EFH_A_7JU4_u_3_3,0.390625,0.40087890625
4EFH_A_1H1V_A_3_4,0.62353515625,0.58203125
4EFH_A_4B1U_B_2_3,0.62646484375,0.578125
4EFH_A_1DEJ_A_1_2,0.69873046875,0.6796875
4EFH_A_1LCU_A_2_1,0.481201171875,0.48828125
4EFH_A_6AV9_A_3_4,0.3583984375,0.409912109375
4EFH_A_4CBX_A_2_2,0.56787109375,0.55810546875
4EFH_A_4CZE_A_3_5,0.26318359375,0.327392578125
4EFH_A_3B63_L_1_2,0.480712890625,0.4521484375
4EFH_A_3W3D_A_1_3,0.56396484375,0.5576171875
4EFH_A_1LCU_A_2_2,0.505859375,0.50048828125
4EFH_A_4JHD_A_1_2,0.60693359375,0.5830078125
4EFH_A_3DWL_A_2_2,0.416748046875,0.422119140625
4EFH_A_4B1U_B_2_5,0.6748046875,0.62451171875
4EFH_A_1LCU_A_2_5,0.496337890625,0.48193359375
4EFH_A_5ADX_A_2_3,0.44921875,0.442138671875
4EFH_A_6AV9_A_3_1,0.376220703125,0.412841796875
4EFH_A_1EQY_A_2_1,0.58740234375,0.54345703125
4EFH_A_4JHD_B_1_3,0.6298828125,0.619140625
4EFH_A_1K8K_A_2_5,0.432373046875,0.43212890625
4EFH_A_5ADX_A_2_2,0.46337890625,0.4443359375
4EFH_A_3MN5_A_2_4,0.5908203125,0.55908203125
4EFH_A_6W17_B_2_2,0.451416015625,0.447998046875
4EFH_A_3G37_O_3_3,0.365966796875,0.383544921875
4EFH_A_6IUG_A_3_4,0.47412109375,0.4736328125
4EFH_A_6IGM_G_2_5,0.33984375,0.39306640625
4EFH_A_7JU4_u_1_5,0.410888671875,0.406005859375
4EFH_A_1K8K_A_2_2,0.44140625,0.43505859375
4EFH_A_3W3D_A_1_5,0.59423828125,0.57421875
4EFH_A_6IUG_A_1_1,0.482666015625,0.470703125
4EFH_A_4CBX_A_2_1,0.58935546875,0.54150390625
4EFH_A_3DWL_A_2_1,0.3876953125,0.409423828125
4EFH_A_3W3D_A_1_4,0.546875,0.491943359375
4EFH_A_3MN5_A_2_2,0.64599609375,0.63037109375
4EFH_A_4B1W_B_2_5,0.60888671875,0.57666015625
4EFH_A_3EKS_A_1_3,0.58349609375,0.5478515625
4EFH_A_1JCF_A_3_1,0.311279296875,0.33837890625
4EFH_A_6IUG_A_1_5,0.457275390625,0.454833984375
4EFH_A_4CBW_A_1_3,0.5927734375,0.5439453125
4EFH_A_3DWL_A_2_5,0.37939453125,0.3984375
4EFH_A_4CJ7_A_3_3,0.2305908203125,0.299560546875
4EFH_A_4JHD_A_1_3,0.57666015625,0.5634765625
4EFH_A_4CI6_A_1_4,0.65673828125,0.6015625
4EFH_A_1IJJ_A_2_5,0.427001953125,0.46826171875
4EFH_A_5ZZA_A_2_5,0.64306640625,0.5810546875
4EFH_A_4CBW_A_1_4,0.60546875,0.5712890625
4EFH_A_5LJW_A_3_1,0.237060546875,0.332763671875
4EFH_A_6IUG_A_3_3,0.457763671875,0.44970703125
4EFH_A_3G37_O_3_4,0.37841796875,0.404052734375
4EFH_A_6NAS_A_3_5,0.65478515625,0.62353515625
4EFH_A_1IJJ_A_2_3,0.438232421875,0.471923828125
4EFH_A_4JHD_B_1_2,0.63525390625,0.60107421875
4EFH_A_5ZZB_B_2_3,0.6669921875,0.60546875
4EFH_A_4CBW_A_1_1,0.59375,0.54541015625
4EFH_A_5AFU_J_2_2,0.34814453125,0.343017578125
4EFH_A_1K8K_B_2_1,0.471435546875,0.5009765625
4EFH_A_6IUG_A_1_2,0.4833984375,0.477783203125
4EFH_A_7JU4_u_3_1,0.409423828125,0.417236328125
4EFH_A_1D4X_A_1_2,0.69189453125,0.64501953125
4EFH_A_5ZZA_A_2_3,0.64111328125,0.603515625
4EFH_A_1D4X_A_1_4,0.646484375,0.5771484375
4EFH_A_3G37_O_3_2,0.362548828125,0.38916015625
4EFH_A_6IGM_G_2_2,0.324462890625,0.362060546875
4EFH_A_1K8K_A_2_3,0.458251953125,0.46044921875
4EFH_A_6W17_B_2_3,0.468505859375,0.443603515625
4EFH_A_4JHD_B_1_5,0.6201171875,0.58544921875
4EFH_A_4CZE_A_3_1,0.236572265625,0.3125
4EFH_A_6IUG_A_3_1,0.482666015625,0.470703125
4EFH_A_4CBW_A_1_5,0.62255859375,0.5771484375
4EFH_A_4CBX_A_2_3,0.56201171875,0.55224609375
4EFH_A_7JU4_u_3_2,0.40869140625,0.39892578125
4EFH_A_3B63_L_1_1,0.493896484375,0.4482421875
4EFH_A_1DEJ_A_1_1,0.6943359375,0.6220703125
4EFH_A_1J6Z_A_3_4,0.673828125,0.64599609375
4EFH_A_6JH8_A_3_2,0.68896484375,0.63671875
4EFH_A_1IJJ_A_2_4,0.423583984375,0.44384765625
4EFH_A_6IUG_A_3_2,0.4833984375,0.477783203125
4EFH_A_5ZZB_B_2_2,0.67578125,0.6240234375
4EFH_A_4B1U_B_2_1,0.64599609375,0.5947265625
4EFH_A_5ADX_A_2_5,0.4677734375,0.430419921875
4EFH_A_4CBX_A_2_4,0.53564453125,0.5166015625
4EFH_A_2HF3_A_1_5,0.6748046875,0.62744140625
4EFH_A_2HF3_A_1_2,0.6572265625,0.591796875
4EFH_A_6IGM_G_2_3,0.332275390625,0.369873046875
4EFH_A_6LTJ_J_2_4,0.34228515625,0.35009765625
4EFH_A_5KG8_B_3_1,0.2237548828125,0.28515625
4EFH_A_1K8K_A_2_4,0.42138671875,0.43017578125
4EFH_A_6GEJ_R_2_5,0.376708984375,0.378662109375
4EFH_A_5KG8_B_3_4,0.2276611328125,0.2861328125
4EFH_A_1H1V_A_3_2,0.6298828125,0.56787109375
4EFH_A_2GWJ_A_2_3,0.671875,0.6201171875
4EFH_A_6JH8_A_3_1,0.677734375,0.595703125
4EFH_A_5LJW_A_3_2,0.24072265625,0.321533203125
4EFH_A_4CZE_A_3_3,0.270751953125,0.32080078125
4EFH_A_4JHD_A_1_5,0.6103515625,0.595703125
4EFH_A_4RWT_A_1_2,0.5966796875,0.5517578125
4EFH_A_4M63_C_1_2,0.583984375,0.509765625
4EFH_A_4CZE_A_3_2,0.23486328125,0.304443359375
4EFH_A_4B1W_B_2_3,0.66552734375,0.62744140625
4EFH_A_6IUG_A_1_3,0.457763671875,0.44970703125
4EFH_A_1JCF_A_3_2,0.3232421875,0.347412109375
4EFH_A_3EKS_A_1_2,0.6044921875,0.607421875
4EFH_A_6JH8_A_3_3,0.681640625,0.64208984375
4EFH_A_6LTJ_J_2_5,0.318359375,0.345703125
4EFH_A_1K8K_A_2_1,0.458251953125,0.471435546875
4EFH_A_2HF3_A_1_1,0.63427734375,0.6044921875
4EFH_A_7BVY_A_3_5,0.213623046875,0.260498046875
4EFH_A_6GEJ_R_2_1,0.389892578125,0.41552734375
4EFH_A_3MN5_A_2_3,0.66259765625,0.62548828125
4EFH_A_3DWL_A_2_4,0.41552734375,0.43359375
4EFH_A_1J6Z_A_3_2,0.68798828125,0.6318359375
4EFH_A_1H1V_A_3_3,0.62939453125,0.6064453125
4EFH_A_6GEJ_R_2_4,0.381103515625,0.39306640625
4EFH_A_5ZZA_A_2_4,0.64697265625,0.62255859375
4EFH_A_6JH8_A_3_5,0.67236328125,0.63623046875
4EFH_A_6W17_B_2_4,0.445068359375,0.4208984375
4EFH_A_5UBO_A_3_4,0.6328125,0.63427734375
4EFH_A_1EQY_A_2_2,0.6630859375,0.6171875
4EFH_A_5ZZA_A_2_1,0.623046875,0.61376953125
4EFH_A_3G37_O_3_1,0.374755859375,0.39990234375
4EFH_A_7JH7_A_1_4,0.5576171875,0.58642578125
4EFH_A_3B63_L_1_3,0.469482421875,0.4560546875
4EFH_A_3MN5_A_2_1,0.650390625,0.591796875
4EFH_A_6IGM_G_2_1,0.34130859375,0.402587890625
4EFH_A_4B1U_B_2_2,0.650390625,0.5830078125
4EFH_A_4M63_C_1_1,0.5947265625,0.5869140625
4EFH_A_5UBO_A_3_2,0.6533203125,0.62939453125
4EFH_A_5ZZB_B_2_1,0.6748046875,0.64111328125
4EFH_A_1DEJ_A_1_4,0.6875,0.63671875
4EFH_A_4JHD_B_1_4,0.59228515625,0.595703125
4EFH_A_3EKS_A_1_1,0.60205078125,0.59619140625
4EFH_A_4PL7_A_1_2,0.6240234375,0.607421875
4EFH_A_1IJJ_A_2_1,0.436279296875,0.453125
4EFH_A_4CBW_A_1_2,0.609375,0.56103515625
4EFH_A_1D4X_A_1_5,0.6787109375,0.61376953125
4EFH_A_6NAS_A_3_3,0.64306640625,0.60888671875
