,Model,Target,identity(%),positive(%),coverage(%),identity(-misres)(%),positive(-misres)(%),coverage(-misres)(%),DOPE,SOAP,SBROD,ProQ2D,ProQRosCenD,ProQRosFAD,ProQ3D,P3CMQA,DeepAccNet,DeepAccNet-Bert
14,1AYZ_A_4L83_A_3_2,1AYZ_A,0.32679738562091504,0.5359477124183006,0.9803921568627452,0.3202614379084967,0.5294117647058824,0.9738562091503268,15911.9873046875,74032.7578125,1.49643079879,0.579209,0.733643,0.883043,0.711557,0.9213383197784424,0.5986328125,0.607421875
15,1AYZ_A_6CYO_A_1_4,1AYZ_A,0.6797385620915033,0.8366013071895425,0.9803921568627452,0.6797385620915033,0.8366013071895425,0.9803921568627452,16942.431640625,91502.7421875,1.5180557909799999,0.603647,0.778421,0.923393,0.7568229999999999,0.9649653434753418,0.79638671875,0.708984375
16,1AYZ_A_2UCZ_A_1_1,1AYZ_A,0.392156862745098,0.6601307189542484,0.9607843137254902,0.392156862745098,0.6601307189542484,0.9607843137254902,15695.5205078125,75911.015625,1.47762076428,0.531051,0.731712,0.812854,0.650094,0.8877819776535034,0.61181640625,0.5654296875
17,1AYZ_A_2CYX_A_3_4,1AYZ_A,0.392156862745098,0.6143790849673203,0.9607843137254902,0.392156862745098,0.6143790849673203,0.9607843137254902,16391.408203125,84140.8046875,1.51181293967,0.605707,0.746243,0.8783639999999999,0.719645,0.9254220128059388,0.65673828125,0.61279296875
18,1AYZ_A_5AIE_B_2_1,1AYZ_A,0.3594771241830065,0.5751633986928104,0.954248366013072,0.3594771241830065,0.5751633986928104,0.954248366013072,15989.2236328125,81159.546875,1.48225216366,0.566295,0.7375010000000001,0.845189,0.658621,0.9247667789459229,0.6357421875,0.6103515625
19,1AYZ_A_2AYV_A_2_5,1AYZ_A,0.3660130718954248,0.5751633986928104,0.9411764705882352,0.3660130718954248,0.5751633986928104,0.9411764705882352,16222.494140625,88974.2890625,1.5277727251700002,0.5859989999999999,0.756777,0.885437,0.697114,0.9280596971511841,0.68505859375,0.65283203125
20,1AYZ_A_6OP8_A_2_3,1AYZ_A,0.3660130718954248,0.5816993464052288,0.9477124183006536,0.3660130718954248,0.5816993464052288,0.9477124183006536,16246.376953125,80970.0625,1.52093766157,0.564611,0.730262,0.850103,0.660866,0.9280430674552916,0.7001953125,0.68115234375
21,1AYZ_A_6D6I_B_2_2,1AYZ_A,0.3333333333333333,0.5751633986928104,0.915032679738562,0.3137254901960784,0.5555555555555556,0.915032679738562,14438.0498046875,65135.125,1.45880494412,0.485725,0.532784,0.716445,0.53617,0.7799670696258545,0.5341796875,0.5517578125
22,1AYZ_A_1JAT_A_3_5,1AYZ_A,0.3071895424836601,0.5555555555555556,0.9803921568627452,0.3071895424836601,0.5555555555555556,0.9803921568627452,15960.8837890625,68418.8125,1.4925356041600002,0.5246529999999999,0.5749340000000001,0.8442569999999999,0.645604,0.8360185623168945,0.619140625,0.5703125
23,1AYZ_A_3OJ4_A_2_5,1AYZ_A,0.3594771241830065,0.5816993464052288,0.9477124183006536,0.3594771241830065,0.5816993464052288,0.9477124183006536,15978.697265625,82767.2734375,1.49425512421,0.582147,0.746782,0.856798,0.672956,0.9264568090438844,0.66015625,0.6484375
24,1AYZ_A_6MJ9_A_1_3,1AYZ_A,0.4967320261437909,0.6470588235294118,0.8954248366013072,0.477124183006536,0.6274509803921569,0.8562091503267973,14149.5546875,76792.578125,1.4852940776199999,0.480652,0.5499029999999999,0.731655,0.5567300000000001,0.73124098777771,0.6435546875,0.59326171875
25,1AYZ_A_6ZM3_AAA_2_5,1AYZ_A,0.33986928104575165,0.5751633986928104,0.9215686274509804,0.33986928104575165,0.5751633986928104,0.9215686274509804,15606.2138671875,73768.59375,1.4776186631200001,0.5255989999999999,0.652632,0.832865,0.6489689999999999,0.8487639427185059,0.603515625,0.6025390625
26,1AYZ_A_5KHR_Q_3_4,1AYZ_A,0.4117647058823529,0.5490196078431373,0.9477124183006536,0.4117647058823529,0.5490196078431373,0.9411764705882352,14382.048828125,55281.2890625,1.4540111277399999,0.4474579999999999,0.45990200000000003,0.672921,0.44759,0.8294810652732849,0.43310546875,0.48046875
27,1AYZ_A_3OJ4_A_2_3,1AYZ_A,0.3594771241830065,0.5816993464052288,0.9477124183006536,0.3594771241830065,0.5816993464052288,0.9477124183006536,16176.41796875,85008.515625,1.49678646734,0.518935,0.654565,0.8529100000000001,0.637872,0.9264757633209229,0.64208984375,0.6064453125
28,1AYZ_A_2AAK_A_1_2,1AYZ_A,0.6209150326797386,0.8169934640522876,0.9869281045751634,0.6143790849673203,0.8104575163398693,0.9738562091503268,16546.966796875,89540.296875,1.52736444352,0.620732,0.773899,0.8973760000000001,0.722174,0.9530155062675476,0.70947265625,0.6767578125
29,1AYZ_A_2PWQ_A_3_3,1AYZ_A,0.3137254901960784,0.5163398692810458,0.9477124183006536,0.3137254901960784,0.5163398692810458,0.9477124183006536,15804.8515625,67989.078125,1.4738580595700002,0.561177,0.7230310000000001,0.857901,0.674425,0.8438273668289185,0.60546875,0.55224609375
30,1AYZ_A_3E95_A_3_2,1AYZ_A,0.3464052287581699,0.6013071895424836,0.9607843137254902,0.3464052287581699,0.5882352941176471,0.954248366013072,15698.642578125,67634.1328125,1.4867104287700001,0.60295,0.721878,0.8615379999999999,0.692017,0.8803998231887817,0.609375,0.60595703125
31,1AYZ_A_6D68_A_3_1,1AYZ_A,0.3790849673202614,0.6013071895424836,0.9607843137254902,0.3725490196078432,0.5947712418300654,0.954248366013072,15877.3388671875,74341.5078125,1.53117295889,0.5135649999999999,0.677674,0.844068,0.667528,0.9241390824317932,0.6298828125,0.61181640625
32,1AYZ_A_2OXQ_A_1_5,1AYZ_A,0.3725490196078432,0.6013071895424836,0.934640522875817,0.3725490196078432,0.6013071895424836,0.934640522875817,15849.927734375,83693.9609375,1.51812888323,0.540977,0.692501,0.8475540000000001,0.6464409999999999,0.8993139266967773,0.6572265625,0.642578125
33,1AYZ_A_4GPR_A_1_3,1AYZ_A,0.3594771241830065,0.5816993464052288,0.9084967320261438,0.3594771241830065,0.5816993464052288,0.9084967320261438,15691.56640625,81112.96875,1.49796866062,0.4825239999999999,0.46531300000000003,0.837384,0.615084,0.8860960602760315,0.66455078125,0.62744140625
34,1AYZ_A_4GPR_A_1_2,1AYZ_A,0.3594771241830065,0.5816993464052288,0.9084967320261438,0.3594771241830065,0.5816993464052288,0.9084967320261438,15540.546875,79165.7265625,1.4866391775799999,0.441068,0.3985869999999999,0.819317,0.582991,0.8757940530776978,0.671875,0.6171875
35,1AYZ_A_6D68_A_3_4,1AYZ_A,0.3790849673202614,0.6013071895424836,0.9607843137254902,0.3725490196078432,0.5947712418300654,0.954248366013072,16247.39453125,78023.5078125,1.5028802170299995,0.574023,0.720659,0.8720049999999999,0.7288060000000001,0.9394827485084534,0.685546875,0.60888671875
36,1AYZ_A_6MJ9_A_1_1,1AYZ_A,0.4967320261437909,0.6470588235294118,0.8954248366013072,0.477124183006536,0.6274509803921569,0.8562091503267973,14500.119140625,76553.7109375,1.49918116947,0.438533,0.42676000000000003,0.7255550000000001,0.553176,0.7164785265922546,0.63720703125,0.5625
37,1AYZ_A_1Y6L_A_2_2,1AYZ_A,0.3202614379084967,0.5490196078431373,0.954248366013072,0.3202614379084967,0.5490196078431373,0.954248366013072,16214.3681640625,86600.3203125,1.5122761306099999,0.591817,0.7167479999999999,0.8710180000000001,0.6879149999999999,0.9182968735694884,0.728515625,0.6845703125
38,1AYZ_A_1Y6L_A_2_4,1AYZ_A,0.3202614379084967,0.5490196078431373,0.954248366013072,0.3202614379084967,0.5490196078431373,0.954248366013072,16116.8994140625,81125.484375,1.49417139877,0.574263,0.7373460000000001,0.8728629999999999,0.699717,0.9200162291526794,0.69775390625,0.6142578125
39,1AYZ_A_6OP8_A_2_5,1AYZ_A,0.3660130718954248,0.5816993464052288,0.9477124183006536,0.3660130718954248,0.5816993464052288,0.9477124183006536,16259.48046875,76295.140625,1.49120137652,0.5736100000000001,0.7060850000000001,0.849801,0.685226,0.91924250125885,0.6591796875,0.6435546875
40,1AYZ_A_5AIE_B_2_2,1AYZ_A,0.3594771241830065,0.5751633986928104,0.954248366013072,0.3594771241830065,0.5751633986928104,0.954248366013072,16095.5419921875,79689.0078125,1.4865767053999999,0.544724,0.651022,0.852784,0.6474479999999999,0.9256510138511658,0.5927734375,0.60986328125
41,1AYZ_A_2E2C_A_2_5,1AYZ_A,0.40522875816993453,0.6013071895424836,0.9673202614379084,0.40522875816993453,0.6013071895424836,0.9673202614379084,16048.1748046875,81586.2890625,1.4912045925200001,0.577028,0.739394,0.865066,0.663841,0.9020344018936156,0.6337890625,0.611328125
42,1AYZ_A_2E2C_A_2_1,1AYZ_A,0.40522875816993453,0.6013071895424836,0.9673202614379084,0.40522875816993453,0.6013071895424836,0.9673202614379084,16080.47265625,82287.640625,1.49195780697,0.612683,0.759777,0.877402,0.694661,0.9005815386772156,0.62646484375,0.60595703125
43,1AYZ_A_2GRN_A_3_4,1AYZ_A,0.38562091503267976,0.5490196078431373,0.9673202614379084,0.38562091503267976,0.5490196078431373,0.9673202614379084,16141.47265625,78920.484375,1.49742771499,0.539357,0.663457,0.880901,0.704208,0.9218947291374208,0.60595703125,0.64892578125
44,1AYZ_A_6ZM3_AAA_2_3,1AYZ_A,0.33986928104575165,0.5751633986928104,0.9215686274509804,0.33986928104575165,0.5751633986928104,0.9215686274509804,15648.2060546875,76801.5078125,1.49722990362,0.531982,0.678683,0.800721,0.618797,0.8481279015541077,0.54638671875,0.56884765625
45,1AYZ_A_2AYV_A_2_4,1AYZ_A,0.3660130718954248,0.5751633986928104,0.9411764705882352,0.3660130718954248,0.5751633986928104,0.9411764705882352,16245.9482421875,91261.2734375,1.51456167363,0.581453,0.776918,0.886474,0.684415,0.929540514945984,0.70458984375,0.66064453125
46,1AYZ_A_1JAT_A_3_1,1AYZ_A,0.3071895424836601,0.5555555555555556,0.9803921568627452,0.3071895424836601,0.5555555555555556,0.9803921568627452,15987.71484375,74244.90625,1.4755305694999998,0.540292,0.647216,0.8589760000000001,0.665452,0.8606230020523071,0.6416015625,0.57568359375
47,1AYZ_A_1TTE_A_3_3,1AYZ_A,0.2875816993464052,0.5163398692810458,0.9738562091503268,0.2875816993464052,0.5163398692810458,0.9738562091503268,13783.185546875,41266.58984375,1.3996741999200002,0.518955,0.567362,0.631987,0.49,0.4996631741523743,0.341796875,0.410888671875
48,1AYZ_A_4L83_A_3_1,1AYZ_A,0.32679738562091504,0.5359477124183006,0.9803921568627452,0.3202614379084967,0.5294117647058824,0.9738562091503268,16269.59765625,77793.3046875,1.49854601317,0.585481,0.66551,0.8817209999999999,0.721316,0.9322733879089355,0.63427734375,0.654296875
49,1AYZ_A_2OXQ_A_1_3,1AYZ_A,0.3725490196078432,0.6013071895424836,0.934640522875817,0.3725490196078432,0.6013071895424836,0.934640522875817,15924.0263671875,83528.390625,1.5007752748199998,0.521439,0.604801,0.8220219999999999,0.617189,0.8998855948448181,0.66162109375,0.61181640625
50,1AYZ_A_1Y6L_A_2_1,1AYZ_A,0.3202614379084967,0.5490196078431373,0.954248366013072,0.3202614379084967,0.5490196078431373,0.954248366013072,16324.3359375,86863.2890625,1.49490275319,0.607883,0.736313,0.876452,0.696579,0.9178590178489684,0.6806640625,0.6279296875
51,1AYZ_A_2E2C_A_2_3,1AYZ_A,0.40522875816993453,0.6013071895424836,0.9673202614379084,0.40522875816993453,0.6013071895424836,0.9673202614379084,16098.3369140625,83760.7421875,1.48392716619,0.554179,0.737213,0.8762629999999999,0.6686479999999999,0.9131507873535156,0.6591796875,0.6376953125
52,1AYZ_A_6CYO_A_1_5,1AYZ_A,0.6797385620915033,0.8366013071895425,0.9803921568627452,0.6797385620915033,0.8366013071895425,0.9803921568627452,17052.439453125,95522.3125,1.50719138121,0.587687,0.6918920000000001,0.914457,0.7506010000000001,0.9642282128334044,0.78759765625,0.71826171875
53,1AYZ_A_6TTU_D_1_2,1AYZ_A,0.3660130718954248,0.5882352941176471,0.934640522875817,0.3660130718954248,0.5882352941176471,0.934640522875817,15601.203125,77628.734375,1.4839761704700003,0.565063,0.609192,0.818263,0.631728,0.90201073884964,0.56689453125,0.568359375
54,1AYZ_A_2CYX_A_3_2,1AYZ_A,0.392156862745098,0.6143790849673203,0.9607843137254902,0.392156862745098,0.6143790849673203,0.9607843137254902,16294.525390625,86412.375,1.4966797715200002,0.588429,0.775994,0.8695440000000001,0.7086319999999999,0.9362133741378784,0.65087890625,0.61474609375
55,1AYZ_A_6CYO_A_1_1,1AYZ_A,0.6797385620915033,0.8366013071895425,0.9803921568627452,0.6797385620915033,0.8366013071895425,0.9803921568627452,16968.314453125,93752.7421875,1.52558036406,0.598237,0.7670680000000001,0.9183459999999999,0.752881,0.9619956612586976,0.830078125,0.765625
56,1AYZ_A_2AAK_A_1_1,1AYZ_A,0.6209150326797386,0.8169934640522876,0.9869281045751634,0.6143790849673203,0.8104575163398693,0.9738562091503268,16482.44140625,88815.921875,1.5169422798899999,0.63477,0.8032590000000001,0.909582,0.747313,0.9636547565460204,0.7265625,0.6689453125
57,1AYZ_A_2GRN_A_3_2,1AYZ_A,0.38562091503267976,0.5490196078431373,0.9673202614379084,0.38562091503267976,0.5490196078431373,0.9673202614379084,16338.943359375,86189.3984375,1.52783555335,0.555679,0.6850470000000001,0.8768819999999999,0.688397,0.9317810535430908,0.591796875,0.62060546875
58,1AYZ_A_4II2_C_1_3,1AYZ_A,0.38562091503267976,0.5751633986928104,0.934640522875817,0.38562091503267976,0.5751633986928104,0.934640522875817,15548.5576171875,82556.4921875,1.48406368062,0.559636,0.724705,0.838316,0.63977,0.8866289854049683,0.626953125,0.5986328125
59,1AYZ_A_6GUM_A_3_5,1AYZ_A,0.4117647058823529,0.5228758169934641,0.9607843137254902,0.40522875816993453,0.5163398692810458,0.954248366013072,16295.1748046875,87177.796875,1.49683595997,0.5914149999999999,0.7201649999999999,0.878754,0.730903,0.924117147922516,0.64599609375,0.6025390625
60,1AYZ_A_1JAT_A_3_2,1AYZ_A,0.3071895424836601,0.5555555555555556,0.9803921568627452,0.3071895424836601,0.5555555555555556,0.9803921568627452,16021.5986328125,73843.7890625,1.5004794223700002,0.5703229999999999,0.622599,0.853226,0.6635270000000001,0.8587788343429565,0.57421875,0.5390625
61,1AYZ_A_1Y6L_A_2_5,1AYZ_A,0.3202614379084967,0.5490196078431373,0.954248366013072,0.3202614379084967,0.5490196078431373,0.954248366013072,16238.767578125,88567.109375,1.50558515274,0.608753,0.7470979999999999,0.880041,0.6923590000000001,0.9216633439064026,0.71923828125,0.66162109375
62,1AYZ_A_6OP8_A_2_1,1AYZ_A,0.3660130718954248,0.5816993464052288,0.9477124183006536,0.3660130718954248,0.5816993464052288,0.9477124183006536,16634.681640625,82562.671875,1.5059280178299999,0.581979,0.7407729999999999,0.8420190000000001,0.675271,0.9394769668579102,0.71044921875,0.66748046875
63,1AYZ_A_5KHR_Q_3_5,1AYZ_A,0.4117647058823529,0.5490196078431373,0.9477124183006536,0.4117647058823529,0.5490196078431373,0.9411764705882352,13889.7177734375,47765.5625,1.46531195685,0.4541239999999999,0.561632,0.6321640000000001,0.457416,0.8306611180305481,0.41357421875,0.460693359375
64,1AYZ_A_1TTE_A_3_2,1AYZ_A,0.2875816993464052,0.5163398692810458,0.9738562091503268,0.2875816993464052,0.5163398692810458,0.9738562091503268,13821.6865234375,36092.58984375,1.39819092739,0.497065,0.559952,0.617059,0.486333,0.5327531695365906,0.344970703125,0.41943359375
65,1AYZ_A_2GRN_A_3_5,1AYZ_A,0.38562091503267976,0.5490196078431373,0.9673202614379084,0.38562091503267976,0.5490196078431373,0.9673202614379084,16426.431640625,80073.2734375,1.49965344748,0.546565,0.710767,0.8797649999999999,0.687144,0.9259962439537048,0.607421875,0.62255859375
66,1AYZ_A_6TTU_D_1_3,1AYZ_A,0.3660130718954248,0.5882352941176471,0.934640522875817,0.3660130718954248,0.5882352941176471,0.934640522875817,15628.380859375,77824.890625,1.4688622052200002,0.548242,0.606111,0.8331569999999999,0.656407,0.9029007554054259,0.5869140625,0.60400390625
67,1AYZ_A_5KHR_Q_3_3,1AYZ_A,0.4117647058823529,0.5490196078431373,0.9477124183006536,0.4117647058823529,0.5490196078431373,0.9411764705882352,14023.3203125,55750.6015625,1.48887320201,0.383651,0.3979789999999999,0.5427270000000001,0.378892,0.8155616521835327,0.453125,0.499755859375
68,1AYZ_A_2PWQ_A_3_1,1AYZ_A,0.3137254901960784,0.5163398692810458,0.9477124183006536,0.3137254901960784,0.5163398692810458,0.9477124183006536,15888.5234375,70437.2890625,1.47797926516,0.558269,0.706737,0.851339,0.653237,0.8567017912864685,0.61865234375,0.59228515625
69,1AYZ_A_2CYX_A_3_5,1AYZ_A,0.392156862745098,0.6143790849673203,0.9607843137254902,0.392156862745098,0.6143790849673203,0.9607843137254902,16319.22265625,79497.7890625,1.5013858809799998,0.5539,0.739946,0.8446940000000001,0.677643,0.9345040917396544,0.65283203125,0.61083984375
70,1AYZ_A_2AYV_A_2_1,1AYZ_A,0.3660130718954248,0.5751633986928104,0.9411764705882352,0.3660130718954248,0.5751633986928104,0.9411764705882352,16164.1923828125,87089.625,1.50969817771,0.548959,0.729865,0.8710620000000001,0.664955,0.9136619567871094,0.68701171875,0.65576171875
71,1AYZ_A_5AIE_B_2_5,1AYZ_A,0.3594771241830065,0.5751633986928104,0.954248366013072,0.3594771241830065,0.5751633986928104,0.954248366013072,15814.3896484375,78963.796875,1.46646412331,0.5974149999999999,0.724387,0.848281,0.646533,0.9292265176773072,0.62744140625,0.62353515625
72,1AYZ_A_4X57_A_1_3,1AYZ_A,0.3660130718954248,0.6013071895424836,0.9477124183006536,0.3660130718954248,0.6013071895424836,0.9477124183006536,15757.6064453125,80666.265625,1.47891213084,0.594827,0.7584930000000001,0.8477879999999999,0.679696,0.9194676876068116,0.57861328125,0.57275390625
73,1AYZ_A_1TTE_A_3_4,1AYZ_A,0.2875816993464052,0.5163398692810458,0.9738562091503268,0.2875816993464052,0.5163398692810458,0.9738562091503268,13879.6298828125,33775.9921875,1.4050126197400001,0.49675600000000003,0.5437960000000001,0.635124,0.48180200000000006,0.5343183279037476,0.336181640625,0.41259765625
74,1AYZ_A_1JAT_A_3_4,1AYZ_A,0.3071895424836601,0.5555555555555556,0.9803921568627452,0.3071895424836601,0.5555555555555556,0.9803921568627452,15832.5419921875,69802.6796875,1.49218566648,0.58515,0.706295,0.8554139999999999,0.6879270000000001,0.8481495380401611,0.5927734375,0.56591796875
75,1AYZ_A_2AAK_A_1_3,1AYZ_A,0.6209150326797386,0.8169934640522876,0.9869281045751634,0.6143790849673203,0.8104575163398693,0.9738562091503268,16561.603515625,89400.140625,1.5079068896399999,0.64625,0.802028,0.915792,0.756552,0.97491055727005,0.73974609375,0.6982421875
76,1AYZ_A_4II2_C_1_1,1AYZ_A,0.38562091503267976,0.5751633986928104,0.934640522875817,0.38562091503267976,0.5751633986928104,0.934640522875817,15575.96484375,80011.4453125,1.4727776157499999,0.535682,0.606589,0.8102699999999999,0.598057,0.8701567053794861,0.6416015625,0.6396484375
77,1AYZ_A_3E95_A_3_4,1AYZ_A,0.3464052287581699,0.6013071895424836,0.9607843137254902,0.3464052287581699,0.5882352941176471,0.954248366013072,15631.8916015625,63428.94140625,1.48492515032,0.573542,0.664411,0.831766,0.640154,0.8702105283737183,0.58154296875,0.60546875
78,1AYZ_A_4L83_A_3_5,1AYZ_A,0.32679738562091504,0.5359477124183006,0.9803921568627452,0.3202614379084967,0.5294117647058824,0.9738562091503268,16177.478515625,76051.1171875,1.4777133412099999,0.577425,0.690923,0.869533,0.692825,0.9369114637374878,0.57861328125,0.634765625
79,1AYZ_A_1TTE_A_3_1,1AYZ_A,0.2875816993464052,0.5163398692810458,0.9738562091503268,0.2875816993464052,0.5163398692810458,0.9738562091503268,13754.2021484375,41328.08203125,1.40932926312,0.475625,0.572513,0.633988,0.5274840000000001,0.496772825717926,0.351806640625,0.414306640625
80,1AYZ_A_6TTU_D_2_2,1AYZ_A,0.3660130718954248,0.5882352941176471,0.9477124183006536,0.3660130718954248,0.5882352941176471,0.9411764705882352,15640.7646484375,76253.9453125,1.4901282204100001,0.58265,0.654824,0.83201,0.640522,0.8955420255661011,0.580078125,0.580078125
81,1AYZ_A_5AIE_B_2_4,1AYZ_A,0.3594771241830065,0.5751633986928104,0.954248366013072,0.3594771241830065,0.5751633986928104,0.954248366013072,15949.45703125,75947.734375,1.4972137661899998,0.595515,0.732004,0.8686790000000001,0.664984,0.9201322197914124,0.65234375,0.5966796875
82,1AYZ_A_2OXQ_A_1_1,1AYZ_A,0.3725490196078432,0.6013071895424836,0.934640522875817,0.3725490196078432,0.6013071895424836,0.934640522875817,15918.2041015625,83885.921875,1.48165976653,0.542736,0.5618,0.838309,0.647604,0.8891124725341797,0.646484375,0.62890625
83,1AYZ_A_5AIE_B_2_3,1AYZ_A,0.3594771241830065,0.5751633986928104,0.954248366013072,0.3594771241830065,0.5751633986928104,0.954248366013072,15678.4296875,73701.4140625,1.49693887808,0.591233,0.7110479999999999,0.865081,0.648792,0.9308794736862184,0.58154296875,0.5869140625
84,1AYZ_A_5V0R_A_1_5,1AYZ_A,0.4901960784313725,0.6405228758169934,0.8954248366013072,0.4705882352941176,0.6209150326797386,0.8562091503267973,14153.8017578125,79315.171875,1.48924891543,0.48529300000000003,0.529271,0.751605,0.608219,0.7421162128448486,0.6240234375,0.5673828125
85,1AYZ_A_3TGD_A_2_2,1AYZ_A,0.3660130718954248,0.5816993464052288,0.954248366013072,0.3660130718954248,0.5816993464052288,0.954248366013072,16086.455078125,78646.4921875,1.4816824976499998,0.613002,0.7680680000000001,0.8959729999999999,0.724592,0.9243455529212952,0.6630859375,0.66796875
86,1AYZ_A_4X57_A_3_5,1AYZ_A,0.3660130718954248,0.6013071895424836,0.9607843137254902,0.3660130718954248,0.6013071895424836,0.9607843137254902,16167.36328125,75154.7265625,1.4900187200900001,0.602815,0.769246,0.8921979999999999,0.698385,0.9252990484237672,0.638671875,0.611328125
87,1AYZ_A_3EB6_B_3_1,1AYZ_A,0.3660130718954248,0.5816993464052288,0.9607843137254902,0.3660130718954248,0.5816993464052288,0.9607843137254902,15521.2734375,66010.6484375,1.5146148353100002,0.574887,0.741125,0.8441860000000001,0.644436,0.9173305034637452,0.53515625,0.5693359375
88,1AYZ_A_3EB6_B_3_3,1AYZ_A,0.3660130718954248,0.5816993464052288,0.9607843137254902,0.3660130718954248,0.5816993464052288,0.9607843137254902,15670.6630859375,65310.59375,1.52023388823,0.590723,0.771887,0.8535450000000001,0.659287,0.9291499257087708,0.54345703125,0.5625
89,1AYZ_A_4X57_A_2_4,1AYZ_A,0.3660130718954248,0.6013071895424836,0.954248366013072,0.3660130718954248,0.6013071895424836,0.954248366013072,16129.5703125,85190.6484375,1.48927219875,0.551968,0.754761,0.8608469999999999,0.67703,0.9294058680534364,0.67333984375,0.65869140625
90,1AYZ_A_2YHO_B_2_3,1AYZ_A,0.3594771241830065,0.5816993464052288,0.9477124183006536,0.3594771241830065,0.5816993464052288,0.9477124183006536,16000.25390625,84448.8203125,1.48393674564,0.603954,0.775736,0.866783,0.6788310000000001,0.9048331975936892,0.6552734375,0.640625
