,DeepAccNet,DeepAccNet-Bert
3V4C_A_5FHZ_A_3_4,0.3271484375,0.39697265625
3V4C_A_6S6W_A_3_2,0.294189453125,0.38525390625
3V4C_A_1BXS_A_2_2,0.300048828125,0.378662109375
3V4C_A_1BXS_A_3_3,0.3076171875,0.3828125
3V4C_A_1BI9_A_3_4,0.311279296875,0.372314453125
3V4C_A_4WJ9_A_3_5,0.325439453125,0.392578125
3V4C_A_5FHZ_A_3_1,0.318359375,0.392822265625
3V4C_A_3IWK_A_3_2,0.323486328125,0.3955078125
3V4C_A_5GTK_A_3_2,0.338623046875,0.400390625
3V4C_A_5GTK_A_3_4,0.31396484375,0.3896484375
3V4C_A_5A2D_A_2_2,0.3095703125,0.364013671875
3V4C_A_5GTK_A_3_3,0.34521484375,0.392333984375
3V4C_A_4MPB_A_2_1,0.30419921875,0.35888671875
3V4C_A_4V3F_C_2_4,0.3076171875,0.35693359375
3V4C_A_5A2D_A_2_5,0.307373046875,0.3642578125
3V4C_A_4GO3_A_3_1,0.332275390625,0.4052734375
3V4C_A_4WB9_A_3_1,0.314453125,0.3779296875
3V4C_A_3IWJ_A_3_5,0.305908203125,0.381103515625
3V4C_A_4MPB_A_2_4,0.322509765625,0.367431640625
3V4C_A_3IWK_A_3_5,0.315185546875,0.3916015625
3V4C_A_5X5T_A_1_1,0.25341796875,0.2244873046875
3V4C_A_1A4S_A_3_5,0.29541015625,0.369384765625
3V4C_A_6S6W_A_2_1,0.286865234375,0.37451171875
3V4C_A_1BXS_A_2_4,0.30810546875,0.3720703125
3V4C_A_6ALJ_A_3_1,0.32568359375,0.3828125
3V4C_A_4WJ9_A_2_5,0.3056640625,0.3837890625
3V4C_A_4NEA_A_2_2,0.30517578125,0.366455078125
3V4C_A_3IWJ_A_3_4,0.31787109375,0.39501953125
3V4C_A_1BI9_A_3_1,0.2998046875,0.369873046875
3V4C_A_4X2Q_A_3_2,0.325927734375,0.3935546875
3V4C_A_1EYY_A_1_2,0.6083984375,0.607421875
3V4C_A_4KNA_A_1_4,0.294921875,0.294189453125
3V4C_A_1CW3_A_2_3,0.317138671875,0.384033203125
3V4C_A_2WME_A_3_2,0.296630859375,0.370849609375
3V4C_A_1EYY_A_2_1,0.58740234375,0.57568359375
3V4C_A_1EYY_A_2_2,0.59619140625,0.60400390625
3V4C_A_6S6W_A_3_5,0.293212890625,0.38720703125
3V4C_A_5U0L_A_1_1,0.37158203125,0.390869140625
3V4C_A_5L2M_A_3_2,0.322265625,0.38623046875
3V4C_A_4DAL_A_1_3,0.254638671875,0.280517578125
3V4C_A_6VWF_A_3_1,0.28466796875,0.34619140625
3V4C_A_1BI9_A_3_3,0.310791015625,0.37158203125
3V4C_A_4WJ9_A_3_3,0.313232421875,0.38134765625
3V4C_A_5X5T_A_1_5,0.261474609375,0.2335205078125
3V4C_A_1O9J_A_2_1,0.300537109375,0.3662109375
3V4C_A_4GO3_A_3_3,0.32373046875,0.413330078125
3V4C_A_4DAL_A_1_5,0.246826171875,0.278564453125
3V4C_A_1A4Z_A_2_1,0.30029296875,0.381103515625
3V4C_A_4V3F_A_2_3,0.306884765625,0.358154296875
3V4C_A_1EYY_A_2_4,0.6025390625,0.6201171875
3V4C_A_4O6R_A_2_4,0.34912109375,0.42626953125
3V4C_A_2WME_A_3_1,0.310791015625,0.37939453125
1FHU_A_2QDD_A_2_5,0.297607421875,0.394775390625
1FHU_A_1JPM_A_2_5,0.281494140625,0.390625
3AML_A_3AMK_A_1_1,0.9267578125,
3AML_A_3AMK_A_1_2,0.89501953125,
3AML_A_3AMK_A_1_3,0.90966796875,
3AML_A_3AMK_A_1_4,0.87646484375,
3AML_A_3AMK_A_1_5,0.8291015625,
3AML_A_3VU2_A_1_1,0.94189453125,0.91259765625
3AML_A_3VU2_A_1_2,0.861328125,0.849609375
3AML_A_3VU2_A_1_3,0.92626953125,0.85498046875
3AML_A_3VU2_A_1_4,0.90380859375,0.88720703125
3AML_A_3VU2_A_1_5,0.89697265625,0.86376953125
3AML_A_4BZY_A_1_1,0.65625,0.62744140625
3AML_A_4BZY_A_1_2,0.62158203125,0.62890625
3AML_A_4BZY_A_1_3,0.62744140625,0.626953125
3AML_A_4BZY_A_1_4,0.66357421875,0.6142578125
3AML_A_4BZY_A_1_5,0.63525390625,0.6201171875
3AML_A_4BZY_A_3_1,0.65478515625,0.6318359375
3AML_A_4BZY_A_3_2,0.634765625,0.6328125
3AML_A_4BZY_A_3_3,0.64306640625,0.62451171875
3AML_A_4BZY_A_3_4,0.65283203125,0.6181640625
3AML_A_4BZY_A_3_5,0.63671875,0.6533203125
3AML_A_5CLT_A_1_1,0.62841796875,0.6318359375
3AML_A_5CLT_A_1_2,0.61376953125,0.619140625
3AML_A_5CLT_A_1_3,0.63330078125,0.63818359375
3AML_A_5CLT_A_1_4,0.5966796875,0.6083984375
3AML_A_5CLT_A_1_5,0.62890625,0.62646484375
3AML_A_5CLT_A_2_1,0.62939453125,0.6416015625
3AML_A_5CLT_A_2_2,0.62158203125,0.634765625
3AML_A_5CLT_A_2_3,0.6201171875,0.6279296875
3AML_A_5CLT_A_2_4,0.60400390625,0.6083984375
3AML_A_5CLT_A_2_5,0.6376953125,0.6181640625
3AML_A_5CLT_A_3_1,0.6162109375,0.62158203125
3AML_A_5CLT_A_3_2,0.63818359375,0.638671875
3AML_A_5CLT_A_3_3,0.62060546875,0.62744140625
3AML_A_5CLT_A_3_4,0.63525390625,0.6162109375
3AML_A_5CLT_A_3_5,0.63427734375,0.638671875
3AML_A_5GQU_A_1_1,0.31298828125,0.31103515625
3AML_A_5GQU_A_1_2,0.30126953125,0.291015625
3AML_A_5GQU_A_1_3,0.31494140625,0.310791015625
3AML_A_5GQU_A_1_4,0.324951171875,0.3017578125
3AML_A_5GQU_A_1_5,0.296875,0.296630859375
3AML_A_5GQU_A_2_1,0.3408203125,0.322265625
3AML_A_5GQU_A_2_2,0.320556640625,0.330810546875
3AML_A_5GQU_A_2_3,0.33642578125,0.3349609375
3AML_A_5GQU_A_2_4,0.34033203125,0.33056640625
3AML_A_5GQU_A_2_5,0.33447265625,0.318359375
3AML_A_5GQU_A_3_1,0.36279296875,0.349853515625
3AML_A_5GQU_A_3_2,0.373291015625,0.356201171875
3AML_A_5GQU_A_3_3,0.348388671875,0.3388671875
3AML_A_5GQU_A_3_4,0.38671875,0.33544921875
3AML_A_5GQU_A_3_5,0.353759765625,0.339599609375
3AML_A_5GQW_A_1_1,0.314208984375,0.301513671875
3AML_A_5GQW_A_1_2,0.311767578125,0.298828125
3AML_A_5GQW_A_1_3,0.310302734375,0.30029296875
3AML_A_5GQW_A_1_4,0.329833984375,0.29541015625
3AML_A_5GQW_A_1_5,0.30517578125,0.300537109375
3AML_A_5GQW_A_2_1,0.3310546875,0.324951171875
3AML_A_5GQW_A_2_2,0.311767578125,0.315673828125
3AML_A_5GQW_A_2_3,0.331787109375,0.33251953125
3AML_A_5GQW_A_2_4,0.330810546875,0.31103515625
3AML_A_5GQW_A_2_5,0.32958984375,0.325927734375
3AML_A_5GQW_A_3_1,0.365478515625,0.339111328125
3AML_A_5GQW_A_3_2,0.364013671875,0.346435546875
3AML_A_5GQW_A_3_3,0.347900390625,0.338623046875
3AML_A_5GQW_A_3_4,0.35595703125,0.329833984375
3AML_A_5GQW_A_3_5,0.3583984375,0.342041015625
3AML_A_5GQZ_A_1_1,0.306884765625,0.3076171875
3AML_A_5GQZ_A_1_2,0.30517578125,0.289794921875
3AML_A_5GQZ_A_1_3,0.3046875,0.289306640625
3AML_A_5GQZ_A_1_4,0.3046875,0.284423828125
3AML_A_5GQZ_A_1_5,0.301513671875,0.292724609375
3AML_A_5GQZ_A_2_1,0.335205078125,0.329345703125
3AML_A_5GQZ_A_2_2,0.326416015625,0.324951171875
3AML_A_5GQZ_A_2_3,0.325439453125,0.326904296875
3AML_A_5GQZ_A_2_4,0.32763671875,0.317626953125
3AML_A_5GQZ_A_2_5,0.3251953125,0.323974609375
3AML_A_5GQZ_A_3_1,0.361572265625,0.348876953125
3AML_A_5GQZ_A_3_2,0.373291015625,0.35302734375
3AML_A_5GQZ_A_3_3,0.3642578125,0.3486328125
3AML_A_5GQZ_A_3_4,0.368408203125,0.3291015625
3AML_A_5GQZ_A_3_5,0.363037109375,0.3359375
3AML_A_5GR0_A_2_1,0.339599609375,0.320556640625
3AML_A_5GR0_A_2_2,0.334228515625,0.336181640625
3AML_A_5GR0_A_2_3,0.33056640625,0.3359375
3AML_A_5GR0_A_2_4,0.3349609375,0.314697265625
3AML_A_5GR0_A_2_5,0.330810546875,0.31640625
3AML_A_5GR0_A_3_1,0.377685546875,0.345947265625
3AML_A_5GR0_A_3_2,0.36279296875,0.345947265625
3AML_A_5GR0_A_3_3,0.360107421875,0.3427734375
3AML_A_5GR0_A_3_4,0.353271484375,0.33056640625
3AML_A_5GR0_A_3_5,0.358154296875,0.328369140625
3AML_A_5GR1_A_2_1,0.346923828125,0.33203125
3AML_A_5GR1_A_2_2,0.322998046875,0.32421875
3AML_A_5GR1_A_2_3,0.3037109375,0.30419921875
3AML_A_5GR1_A_2_4,0.3466796875,0.31884765625
3AML_A_5GR1_A_2_5,0.315185546875,0.305908203125
3AML_A_5GR1_A_3_1,0.35888671875,0.338134765625
3AML_A_5GR1_A_3_2,0.3544921875,0.328125
3AML_A_5GR1_A_3_3,0.3486328125,0.338623046875
3AML_A_5GR1_A_3_4,0.344970703125,0.30615234375
3AML_A_5GR1_A_3_5,0.33984375,0.3125
3AML_A_5GR2_A_1_1,0.310546875,0.310302734375
3AML_A_5GR2_A_1_2,0.312255859375,0.290283203125
3AML_A_5GR2_A_1_3,0.31005859375,0.297607421875
3AML_A_5GR2_A_1_4,0.316162109375,0.28759765625
3AML_A_5GR2_A_1_5,0.293701171875,0.283447265625
3AML_A_5GR2_A_2_1,0.338623046875,0.331787109375
3AML_A_5GR2_A_2_2,0.337646484375,0.3388671875
3AML_A_5GR2_A_2_3,0.313720703125,0.307861328125
3AML_A_5GR2_A_2_4,0.335205078125,0.31005859375
3AML_A_5GR2_A_2_5,0.32373046875,0.303955078125
3AML_A_5GR2_A_3_1,0.35546875,0.33984375
3AML_A_5GR2_A_3_2,0.361083984375,0.350341796875
3AML_A_5GR2_A_3_3,0.3603515625,0.35498046875
3AML_A_5GR2_A_3_4,0.380126953125,0.33984375
3AML_A_5GR2_A_3_5,0.34521484375,0.318359375
3AML_A_5GR3_A_1_1,0.3154296875,0.3037109375
3AML_A_5GR3_A_1_2,0.32177734375,0.301513671875
3AML_A_5GR3_A_1_3,0.30224609375,0.292236328125
3AML_A_5GR3_A_1_4,0.318115234375,0.30029296875
3AML_A_5GR3_A_1_5,0.30126953125,0.296630859375
3AML_A_5GR3_A_2_1,0.332763671875,0.3330078125
3AML_A_5GR3_A_2_2,0.338134765625,0.30908203125
3AML_A_5GR3_A_2_3,0.321533203125,0.307373046875
3AML_A_5GR3_A_2_4,0.335205078125,0.31689453125
3AML_A_5GR3_A_2_5,0.325927734375,0.31591796875
3AML_A_5GR5_A_2_1,0.328125,0.310546875
3AML_A_5GR5_A_2_2,0.335693359375,0.34033203125
3AML_A_5GR5_A_2_3,0.332763671875,0.33935546875
3AML_A_5GR5_A_2_4,0.330810546875,0.325439453125
3AML_A_5GR5_A_2_5,0.31640625,0.306884765625
3AML_A_5GR5_A_3_1,0.3623046875,0.33837890625
3AML_A_5GR5_A_3_2,0.359130859375,0.3427734375
3AML_A_5GR5_A_3_3,0.344970703125,0.3330078125
3AML_A_5GR5_A_3_4,0.3818359375,0.350830078125
3AML_A_5GR5_A_3_5,0.3525390625,0.31787109375
3AML_A_6JOY_A_1_1,0.31640625,0.323974609375
3AML_A_6JOY_A_1_2,0.328369140625,0.31884765625
3AML_A_6JOY_A_1_3,0.321533203125,0.322021484375
3AML_A_6JOY_A_1_4,0.302001953125,0.31591796875
3AML_A_6JOY_A_1_5,0.3154296875,0.316162109375
3AML_A_6JOY_A_2_1,0.31884765625,0.313232421875
3AML_A_6JOY_A_2_2,0.313232421875,0.310546875
3AML_A_6JOY_A_2_3,0.330078125,0.31494140625
3AML_A_6JOY_A_2_4,0.33154296875,0.318603515625
3AML_A_6JOY_A_2_5,0.32275390625,0.3232421875
3AML_A_6JOY_A_3_1,0.35107421875,0.3447265625
3AML_A_6JOY_A_3_2,0.347900390625,0.329345703125
3AML_A_6JOY_A_3_3,0.3544921875,0.328369140625
3AML_A_6JOY_A_3_4,0.338623046875,0.317138671875
3AML_A_6JOY_A_3_5,0.339111328125,0.32861328125
4LJ6_A_6RN2_A_2_5,0.41064453125,0.53369140625
4LJ6_A_5ZUI_A_1_4,0.56591796875,0.556640625
4LJ6_A_6RN2_A_1_4,0.401123046875,0.52001953125
4LJ6_A_6E11_1_2_2,0.38427734375,0.488525390625
4LJ6_A_3J3R_A_3_2,0.341552734375,0.4775390625
4LJ6_A_4CIU_A_2_5,0.55126953125,0.6220703125
4LJ6_A_4CIU_A_1_1,0.5361328125,0.60546875
4LJ6_A_3J3T_A_3_1,0.326416015625,0.492431640625
4LJ6_A_6EM9_A_2_2,0.3349609375,0.4638671875
4LJ6_A_4FCT_A_2_4,0.5888671875,0.6025390625
4LJ6_A_5OFO_A_2_5,0.42578125,0.5654296875
4LJ6_A_4CIU_A_2_4,0.56884765625,0.64306640625
4LJ6_A_6QS4_A_3_5,0.434814453125,0.52099609375
4LJ6_A_6EM9_A_1_3,0.32666015625,0.448974609375
4LJ6_A_5OFO_A_2_3,0.42578125,0.552734375
4LJ6_A_5OFO_A_2_4,0.41845703125,0.54541015625
4LJ6_A_5ZUI_A_1_1,0.60400390625,0.58544921875
4LJ6_A_6DJU_A_1_2,0.407958984375,0.480712890625
4LJ6_A_3J3T_A_1_4,0.319091796875,0.470947265625
4LJ6_A_4CIU_A_3_4,0.59228515625,0.65234375
4LJ6_A_6E11_1_2_3,0.374755859375,0.50146484375
4LJ6_A_6LSY_A_2_2,0.33642578125,0.450439453125
4LJ6_A_3J3R_A_3_3,0.361328125,0.49365234375
4LJ6_A_6RN2_A_2_3,0.42822265625,0.54052734375
4LJ6_A_6QS4_A_3_3,0.4462890625,0.52685546875
4LJ6_A_6D00_1_1_3,0.390869140625,0.489990234375
4LJ6_A_6OAX_A_2_5,0.50732421875,0.58935546875
4LJ6_A_4D2Q_A_3_3,0.434326171875,0.55712890625
4LJ6_A_4CIU_A_3_1,0.57470703125,0.62890625
4LJ6_A_4FCT_A_1_4,0.61767578125,0.61767578125
4LJ6_A_5ZUI_A_3_2,0.53857421875,0.5712890625
4LJ6_A_6LSY_A_2_5,0.33544921875,0.4453125
4LJ6_A_5ZUI_A_3_3,0.54931640625,0.57373046875
4LJ6_A_6RN2_A_2_2,0.43798828125,0.552734375
4LJ6_A_3J3S_A_3_2,0.35107421875,0.495361328125
4LJ6_A_4FCV_A_1_4,0.63330078125,0.66650390625
4LJ6_A_6EM9_A_2_4,0.3330078125,0.461181640625
4LJ6_A_6DJU_A_1_1,0.403564453125,0.50146484375
4LJ6_A_4FCV_A_1_2,0.6328125,0.64892578125
4LJ6_A_6SFW_O_3_3,0.254150390625,0.351318359375
4LJ6_A_4FCT_A_2_3,0.54443359375,0.59716796875
4LJ6_A_6OAX_A_2_2,0.5078125,0.58935546875
4LJ6_A_6LSY_A_2_3,0.32080078125,0.44970703125
4LJ6_A_6LSY_A_2_4,0.330078125,0.447998046875
4LJ6_A_5ZUI_A_3_4,0.5068359375,0.56787109375
4LJ6_A_4FCV_A_1_3,0.6181640625,0.6630859375
4LJ6_A_6UQE_A_2_1,0.53662109375,0.57421875
4LJ6_A_5OFO_A_2_2,0.393798828125,0.53369140625
4LJ6_A_3J3T_A_1_3,0.32861328125,0.48828125
4LJ6_A_6QS4_A_1_4,0.436767578125,0.5146484375
4LJ6_A_4D2Q_A_3_4,0.42431640625,0.544921875
4LJ6_A_4FCV_A_2_2,0.56396484375,0.60693359375
4LJ6_A_3J3T_A_3_5,0.3515625,0.48876953125
4LJ6_A_1OFH_A_2_4,0.271728515625,0.35400390625
4LJ6_A_6VFS_A_2_4,0.290771484375,0.3876953125
4LJ6_A_3J3T_A_3_3,0.336669921875,0.491943359375
4LJ6_A_4FCT_A_1_1,0.5986328125,0.62939453125
4LJ6_A_3J3S_A_3_1,0.35888671875,0.5048828125
4LJ6_A_4FCT_A_2_5,0.5439453125,0.5888671875
4LJ6_A_6OAX_A_1_2,0.499755859375,0.580078125
4LJ6_A_4FCT_A_2_2,0.57861328125,0.61474609375
4LJ6_A_6QS4_A_3_1,0.454833984375,0.54248046875
4LJ6_A_4FCV_A_1_1,0.5947265625,0.63720703125
4LJ6_A_4CIU_A_1_2,0.53369140625,0.611328125
4LJ6_A_3J3T_A_3_4,0.32568359375,0.4658203125
4LJ6_A_6OAX_A_1_5,0.482177734375,0.57958984375
4LJ6_A_6D00_1_3_4,0.407470703125,0.493896484375
4LJ6_A_4CIU_A_2_1,0.52880859375,0.6181640625
4LJ6_A_6OAX_A_2_1,0.49560546875,0.60302734375
4LJ6_A_3J3R_A_3_5,0.365478515625,0.47705078125
4LJ6_A_6D00_1_3_2,0.406005859375,0.493896484375
4LJ6_A_5OFO_A_1_4,0.392578125,0.5126953125
4LJ6_A_6OAX_A_1_4,0.509765625,0.5859375
4LJ6_A_1OFH_A_2_3,0.272705078125,0.369384765625
4LJ6_A_6OAX_A_1_3,0.50830078125,0.591796875
